Temps	Axial D?lacement	Axial Force	Axial fl?he	Axial CMOD*2	Canon
Sec	mm	N	mm	mm	unitless
554.01465	-1.662299	-2198.9937	9.31E-05	-0.007115603	0
554.51465	-1.6656071	-2202.8574	5.74E-05	-0.007257164	0
555.01465	-1.6671449	-2204.4397	9.81E-05	-0.007312298	0
555.51465	-1.6683906	-2209.9421	6.93E-05	-0.007302165	0
556.01465	-1.6703516	-2212.4456	3.58E-05	-0.007229745	0
556.51465	-1.6714841	-2219.6223	4.84E-05	-0.00731647	0
557.01465	-1.671949	-2226.2017	7.48E-05	-0.007282794	0
557.51465	-1.6735882	-2230.8811	7.03E-05	-0.007373393	0
558.01465	-1.673159	-2234.6492	0.00010306	-0.007459819	0
558.51465	-1.6760617	-2240.3105	0.000115763	-0.007320344	0
559.01465	-1.6771287	-2247.5527	0.000106916	-0.007423461	0
559.51465	-1.6784519	-2253.0105	0.000110082	-0.00744164	0
560.01465	-1.6804427	-2263.3203	5.25E-05	-0.007667244	0
560.51465	-1.6833693	-2269.8899	5.21E-05	-0.007561445	0
561.01465	-1.68235	-2277.6904	7.22E-05	-0.007520318	0
561.51465	-1.6849428	-2285.9771	9.53E-05	-0.007756352	0
562.01465	-1.6847819	-2295.0652	0.00011459	-0.007844567	1
562.51465	-1.687786	-2299.8965	-4.97E-06	-0.007779002	0
563.01465	-1.6891807	-2308.3994	6.26E-05	-0.007864535	0
563.51465	-1.688996	-2317.4834	4.20E-05	-0.007898808	0
564.01465	-1.6927332	-2323.8594	0.000101049	-0.00792414	0
564.51465	-1.6944259	-2334.6128	7.02E-05	-0.008058548	0
565.01465	-1.6954333	-2351.8743	8.75E-05	-0.008112192	0
565.51465	-1.6971022	-2359.6411	0.000133719	-0.008076727	0
566.01465	-1.6998619	-2374.2361	7.64E-05	-0.008195937	0
566.51465	-1.7018467	-2380.4028	0.000113435	-0.008227229	0
567.01465	-1.7027766	-2387.8696	9.75E-05	-0.008206368	0
567.51465	-1.7023355	-2391.6433	6.52E-05	-0.008217692	0
